time,ghi,dni,dhi,temp_c,wind_ms,pressure_pa
20220404:0800,74.0,0.0,74.0,7.8,4.97,97930.0
20220404:0900,108.0,0.0,108.0,8.2,6.21,97940.0
20220404:1000,212.0,0.0,212.0,8.47,7.38,97920.0
20220404:1100,201.0,0.0,201.0,8.51,7.31,97900.0
20220404:1200,154.0,0.0,154.0,8.73,6.62,97890.0
20220404:1300,133.0,0.0,133.0,9.05,7.31,97840.0
20220404:1400,131.0,0.0,131.0,8.82,6.41,97820.0
20220404:1500,110.0,0.0,110.0,8.61,5.72,97790.0
20220404:1600,111.0,0.0,111.0,8.28,5.31,97810.0
20220404:1700,67.0,0.0,67.0,8.02,5.38,97840.0
20220404:1800,10.0,0.0,10.0,7.66,6.0,97870.0
20220404:1900,0.0,0.0,0.0,7.7,5.66,97880.0
20220404:2000,0.0,0.0,0.0,7.74,5.59,97920.0
20220404:2100,0.0,0.0,0.0,7.86,5.24,97970.0
20220404:2200,0.0,0.0,0.0,7.83,4.97,98000.0
20220404:2300,0.0,0.0,0.0,7.76,4.69,98000.0
20220405:0000,0.0,0.0,0.0,7.72,4.55,97990.0
20220405:0100,0.0,0.0,0.0,7.79,4.48,97940.0
20220405:0200,0.0,0.0,0.0,7.77,4.28,97880.0
20220405:0300,0.0,0.0,0.0,7.77,3.93,97850.0
20220405:0400,0.0,0.0,0.0,7.79,3.93,97830.0
20220405:0500,0.0,0.0,0.0,7.79,3.86,97820.0
20220405:0600,4.0,0.0,4.0,7.65,3.72,97830.0
20220405:0700,20.0,0.0,20.0,7.87,4.55,97830.0
20220405:0800,59.0,0.0,59.0,8.18,4.48,97860.0
20220405:0900,103.0,0.0,103.0,8.01,4.48,97890.0
20220405:1000,77.0,0.0,77.0,8.44,4.62,97850.0
20220405:1100,175.0,0.0,175.0,8.88,4.41,97830.0
20220405:1200,80.0,0.0,80.0,9.3,4.21,97790.0
20220405:1300,97.0,0.0,97.0,9.65,4.62,97740.0
20220405:1400,81.0,0.0,81.0,9.72,4.55,97680.0
20220405:1500,108.0,0.0,108.0,9.68,4.41,97650.0
20220405:1600,47.0,0.0,47.0,9.44,4.55,97610.0
20220405:1700,67.0,0.0,67.0,9.07,4.69,97630.0
20220405:1800,11.0,0.0,11.0,8.73,4.62,97630.0
20220405:1900,0.0,0.0,0.0,7.8,4.41,97780.0
20220405:2000,0.0,0.0,0.0,7.01,5.03,97930.0
20220405:2100,0.0,0.0,0.0,6.28,5.45,97970.0
20220405:2200,0.0,0.0,0.0,5.49,4.9,97990.0
20220405:2300,0.0,0.0,0.0,5.06,3.79,97970.0
20220406:0000,0.0,0.0,0.0,4.99,3.1,97970.0
20220406:0100,0.0,0.0,0.0,4.96,3.1,97930.0
20220406:0200,0.0,0.0,0.0,4.81,3.1,97900.0
20220406:0300,0.0,0.0,0.0,4.83,2.62,97880.0
20220406:0400,0.0,0.0,0.0,4.68,2.55,97910.0
20220406:0500,0.0,0.0,0.0,4.18,2.62,97910.0
20220406:0600,30.0,63.9,25.0,4.03,2.34,97960.0
20220406:0700,241.0,580.71,78.0,5.74,1.79,98010.0
20220406:0800,305.0,177.08,222.0,7.83,2.0,98090.0
20220406:0900,524.0,408.23,267.0,9.7,2.34,98130.0
20220406:1000,474.0,123.64,381.0,11.16,2.55,98160.0
20220406:1100,592.0,205.25,422.0,12.63,3.17,98210.0
20220406:1200,803.0,584.08,305.0,13.57,3.79,98180.0
20220406:1300,804.0,669.01,253.0,14.42,4.0,98160.0
20220406:1400,583.0,309.48,353.0,15.08,3.93,98140.0
20220406:1500,615.0,774.95,137.0,15.64,3.72,98150.0
20220406:1600,410.0,609.08,134.0,15.69,3.17,98180.0
20220406:1700,217.0,527.9,78.0,15.03,2.0,98240.0
20220406:1800,16.0,16.6,15.0,14.03,2.0,98300.0
20220406:1900,0.0,0.0,0.0,12.16,2.48,98360.0
20220406:2000,0.0,0.0,0.0,10.99,2.69,98450.0
20220406:2100,0.0,0.0,0.0,10.15,2.76,98550.0
20220406:2200,0.0,0.0,0.0,9.21,2.76,98540.0
20220406:2300,0.0,0.0,0.0,8.35,2.62,98550.0
20220407:0000,0.0,0.0,0.0,7.55,2.55,98580.0
20220407:0100,0.0,0.0,0.0,6.88,2.48,98560.0
20220407:0200,0.0,0.0,0.0,6.33,2.41,98530.0
20220407:0300,0.0,0.0,0.0,5.86,2.41,98520.0
20220407:0400,0.0,0.0,0.0,5.44,2.34,98520.0
20220407:0500,0.0,0.0,0.0,5.07,2.34,98560.0
20220407:0600,45.0,228.13,26.0,4.78,2.28,98600.0
20220407:0700,246.0,574.36,82.0,6.79,2.0,98710.0
20220407:0800,467.0,764.8,105.0,10.87,1.79,98740.0
20220407:0900,669.0,880.34,111.0,14.54,1.79,98800.0
20220407:1000,831.0,956.14,108.0,16.9,1.79,98800.0
20220407:1100,907.0,927.94,135.0,18.47,2.14,98810.0
20220407:1200,947.0,961.41,124.0,19.44,2.69,98750.0
20220407:1300,919.0,976.09,112.0,19.94,3.31,98690.0
20220407:1400,810.0,931.45,115.0,20.01,3.72,98640.0
20220407:1500,644.0,848.82,118.0,19.57,4.14,98570.0
20220407:1600,453.0,782.94,96.0,18.56,4.28,98550.0
20220407:1700,225.0,552.25,78.0,17.18,3.79,98540.0
20220407:1800,19.0,31.62,17.0,15.61,3.45,98570.0
20220407:1900,0.0,0.0,0.0,14.13,3.1,98610.0
20220407:2000,0.0,0.0,0.0,13.18,2.76,98620.0
20220407:2100,0.0,0.0,0.0,12.41,2.48,98670.0
20220407:2200,0.0,0.0,0.0,11.43,2.28,98640.0
20220407:2300,0.0,0.0,0.0,10.5,2.07,98640.0
20220408:0000,0.0,0.0,0.0,9.62,2.0,98600.0
20220408:0100,0.0,0.0,0.0,8.89,2.07,98560.0
20220408:0200,0.0,0.0,0.0,8.36,2.07,98510.0
20220408:0300,0.0,0.0,0.0,8.0,2.07,98470.0
20220408:0400,0.0,0.0,0.0,7.64,2.07,98470.0
20220408:0500,0.0,0.0,0.0,7.24,2.07,98460.0
20220408:0600,51.0,260.52,28.0,6.87,2.0,98460.0
20220408:0700,246.0,540.75,89.0,9.09,1.52,98530.0
20220408:0800,466.0,738.7,113.0,13.45,1.24,98580.0
20220408:0900,654.0,814.92,134.0,16.52,1.1,98580.0
20220408:1000,808.0,877.51,141.0,18.31,1.03,98560.0
20220408:1100,873.0,817.39,190.0,19.57,1.79,98520.0
20220408:1200,922.0,889.01,158.0,20.34,2.62,98470.0
20220408:1300,890.0,890.49,151.0,20.86,2.97,98380.0
20220408:1400,789.0,861.05,144.0,21.29,3.17,98310.0
20220408:1500,562.0,533.32,230.0,21.36,3.31,98240.0
20220408:1600,223.0,45.77,202.0,20.91,3.17,98180.0
20220408:1700,161.0,156.11,119.0,20.23,2.48,98200.0
20220408:1800,11.0,0.0,11.0,19.17,2.07,98200.0
20220408:1900,0.0,0.0,0.0,17.39,2.0,98250.0
20220408:2000,0.0,0.0,0.0,16.04,2.14,98340.0
20220408:2100,0.0,0.0,0.0,15.11,2.34,98380.0
20220408:2200,0.0,0.0,0.0,14.58,2.69,98430.0
20220408:2300,0.0,0.0,0.0,14.2,2.83,98420.0
20220409:0000,0.0,0.0,0.0,13.74,2.9,98440.0
20220409:0100,0.0,0.0,0.0,13.31,2.9,98390.0
20220409:0200,0.0,0.0,0.0,12.98,2.9,98350.0
20220409:0300,0.0,0.0,0.0,12.63,2.97,98320.0
20220409:0400,0.0,0.0,0.0,12.0,2.69,98310.0
20220409:0500,0.0,0.0,0.0,11.36,2.41,98320.0
20220409:0600,53.0,246.66,30.0,10.76,2.21,98350.0
20220409:0700,246.0,538.82,87.0,12.34,1.59,98370.0
20220409:0800,458.0,715.24,113.0,15.26,1.66,98440.0
20220409:0900,650.0,815.83,126.0,17.25,1.66,98510.0
20220409:1000,799.0,869.12,135.0,18.41,1.17,98510.0
20220409:1100,882.0,874.68,148.0,19.6,0.9,98520.0
20220409:1200,872.0,766.22,211.0,20.57,0.83,98490.0
20220409:1300,379.0,21.61,361.0,21.02,1.24,98430.0
20220409:1400,509.0,175.54,377.0,20.79,2.41,98380.0
20220409:1500,592.0,668.47,174.0,19.89,3.1,98340.0
20220409:1600,429.0,680.31,115.0,19.26,3.45,98330.0
20220409:1700,215.0,467.11,88.0,18.27,2.9,98330.0
20220409:1800,20.0,28.89,18.0,17.34,2.21,98350.0
20220409:1900,0.0,0.0,0.0,16.11,2.34,98320.0
20220409:2000,0.0,0.0,0.0,15.27,2.07,98390.0
20220409:2100,0.0,0.0,0.0,14.4,1.66,98430.0
20220409:2200,0.0,0.0,0.0,13.96,1.45,98440.0
20220409:2300,0.0,0.0,0.0,13.54,1.38,98430.0
20220410:0000,0.0,0.0,0.0,13.15,1.31,98450.0
20220410:0100,0.0,0.0,0.0,12.77,1.24,98430.0
20220410:0200,0.0,0.0,0.0,12.87,0.9,98390.0
20220410:0300,0.0,0.0,0.0,13.37,0.48,98360.0
20220410:0400,0.0,0.0,0.0,12.64,0.9,98380.0
20220410:0500,0.0,0.0,0.0,11.36,1.52,98430.0
20220410:0600,40.0,71.31,33.0,11.0,1.52,98480.0
20220410:0700,191.0,203.48,130.0,12.33,1.38,98520.0
20220410:0800,289.0,119.15,231.0,14.24,1.79,98560.0
20220410:0900,545.0,434.7,264.0,15.17,2.14,98550.0
20220410:1000,766.0,754.09,187.0,16.81,2.97,98540.0
20220410:1100,860.0,793.9,191.0,18.12,3.79,98490.0
20220410:1200,882.0,785.29,202.0,18.44,4.28,98430.0
20220410:1300,875.0,863.68,153.0,18.63,4.55,98380.0
20220410:1400,755.0,763.09,179.0,18.39,4.48,98330.0
20220410:1500,567.0,560.45,215.0,18.17,4.48,98260.0
20220410:1600,424.0,641.82,126.0,17.66,4.34,98230.0
20220410:1700,195.0,320.34,107.0,16.7,3.93,98220.0
20220410:1800,20.0,13.85,19.0,15.55,3.03,98230.0
20220410:1900,0.0,0.0,0.0,13.52,2.55,98240.0
20220410:2000,0.0,0.0,0.0,12.76,2.34,98310.0
20220410:2100,0.0,0.0,0.0,12.28,2.41,98280.0
20220410:2200,0.0,0.0,0.0,11.95,2.41,98270.0
20220410:2300,0.0,0.0,0.0,11.44,2.28,98220.0
20220411:0000,0.0,0.0,0.0,11.03,2.28,98180.0
20220411:0100,0.0,0.0,0.0,10.9,2.28,98100.0
20220411:0200,0.0,0.0,0.0,10.28,2.14,98000.0
20220411:0300,0.0,0.0,0.0,9.68,2.07,97940.0
20220411:0400,0.0,0.0,0.0,9.17,1.93,97920.0
20220411:0500,0.0,0.0,0.0,9.01,1.86,97900.0
20220411:0600,41.0,58.23,35.0,8.92,1.86,97910.0
20220411:0700,145.0,55.84,128.0,10.88,1.59,97960.0
20220411:0800,418.0,482.52,181.0,13.87,2.0,97960.0
20220411:0900,575.0,505.77,246.0,15.83,3.17,97960.0
20220411:1000,499.0,139.97,391.0,17.29,4.0,97940.0
20220411:1100,456.0,55.55,409.0,18.28,4.48,97890.0
20220411:1200,803.0,547.69,327.0,18.83,4.62,97840.0
20220411:1300,861.0,799.84,190.0,19.03,4.55,97790.0
20220411:1400,781.0,832.86,150.0,19.05,4.55,97700.0
20220411:1500,615.0,722.9,159.0,18.83,4.48,97590.0
20220411:1600,424.0,614.52,137.0,18.39,3.93,97530.0
20220411:1700,235.0,562.12,79.0,17.7,3.38,97510.0
20220411:1800,40.0,226.17,23.0,16.72,2.62,97520.0
20220411:1900,0.0,0.0,0.0,15.54,2.69,97550.0
20220411:2000,0.0,0.0,0.0,14.72,1.86,97590.0
20220411:2100,0.0,0.0,0.0,13.87,1.31,97670.0
20220411:2200,0.0,0.0,0.0,13.37,1.66,97640.0
20220411:2300,0.0,0.0,0.0,12.9,1.52,97630.0
20220412:0000,0.0,0.0,0.0,12.84,1.86,97660.0
20220412:0100,0.0,0.0,0.0,12.46,2.07,97660.0
20220412:0200,0.0,0.0,0.0,12.33,1.52,97580.0
20220412:0300,0.0,0.0,0.0,11.98,0.69,97530.0
20220412:0400,0.0,0.0,0.0,11.75,0.9,97520.0
20220412:0500,0.0,0.0,0.0,11.89,1.24,97570.0
20220412:0600,34.0,18.54,32.0,11.81,1.24,97640.0
20220412:0700,23.0,0.0,23.0,12.13,0.34,97800.0
20220412:0800,42.0,0.0,42.0,13.1,0.83,97850.0
20220412:0900,75.0,0.0,75.0,13.76,0.69,97900.0
20220412:1000,182.0,0.0,182.0,14.42,1.1,97870.0
20220412:1100,138.0,0.0,138.0,15.04,1.86,97850.0
20220412:1200,142.0,0.0,142.0,15.62,2.69,97840.0
20220412:1300,151.0,0.0,151.0,16.11,2.83,97770.0
20220412:1400,414.0,64.44,365.0,16.4,2.83,97720.0
20220412:1500,230.0,4.74,227.0,16.64,2.97,97670.0
20220412:1600,312.0,200.11,218.0,16.3,3.38,97620.0
20220412:1700,216.0,428.1,96.0,15.35,3.59,97630.0
20220412:1800,41.0,204.81,25.0,14.4,2.62,97660.0
20220412:1900,0.0,0.0,0.0,13.53,1.45,97720.0
20220412:2000,0.0,0.0,0.0,13.14,0.83,97740.0
20220412:2100,0.0,0.0,0.0,12.45,1.17,97770.0
20220412:2200,0.0,0.0,0.0,11.81,1.03,97750.0
20220412:2300,0.0,0.0,0.0,11.92,0.69,97760.0
20220413:0000,0.0,0.0,0.0,11.81,1.17,97720.0
20220413:0100,0.0,0.0,0.0,11.37,1.38,97660.0
20220413:0200,0.0,0.0,0.0,11.33,1.45,97600.0
20220413:0300,0.0,0.0,0.0,11.1,1.59,97590.0
20220413:0400,0.0,0.0,0.0,10.71,1.79,97550.0
20220413:0500,0.0,0.0,0.0,10.32,1.79,97540.0
20220413:0600,38.0,26.64,35.0,9.87,1.86,97590.0
20220413:0700,92.0,3.19,91.0,11.17,2.0,97630.0
20220413:0800,175.0,6.0,172.0,12.84,2.41,97710.0
20220413:0900,586.0,533.07,235.0,14.32,3.31,97720.0
20220413:1000,620.0,335.09,359.0,15.97,3.86,97710.0
20220413:1100,666.0,301.34,409.0,17.56,3.38,97720.0
20220413:1200,790.0,516.4,338.0,17.67,2.62,97720.0
20220413:1300,511.0,103.0,424.0,17.95,2.28,97650.0
20220413:1400,345.0,22.28,328.0,17.29,1.66,97640.0
20220413:1500,56.0,0.0,56.0,16.5,0.69,97660.0
20220413:1600,145.0,2.12,144.0,15.59,0.34,97650.0
20220413:1700,21.0,0.0,21.0,15.0,1.24,97670.0
20220413:1800,7.0,0.0,7.0,14.48,1.93,97740.0
20220413:1900,0.0,0.0,0.0,12.94,0.83,97840.0
20220413:2000,0.0,0.0,0.0,12.73,1.45,97910.0
20220413:2100,0.0,0.0,0.0,12.53,1.86,97960.0
20220413:2200,0.0,0.0,0.0,12.5,2.41,97970.0
20220413:2300,0.0,0.0,0.0,12.32,2.97,97990.0
20220414:0000,0.0,0.0,0.0,12.1,3.52,97950.0
20220414:0100,0.0,0.0,0.0,12.11,4.0,97920.0
20220414:0200,0.0,0.0,0.0,12.11,4.55,97890.0
20220414:0300,0.0,0.0,0.0,12.28,4.97,97830.0
20220414:0400,0.0,0.0,0.0,12.39,5.17,97830.0
20220414:0500,0.0,0.0,0.0,12.41,5.03,97860.0
20220414:0600,43.0,42.61,38.0,12.37,4.83,97940.0
20220414:0700,106.0,6.29,104.0,12.34,3.86,98110.0
20220414:0800,197.0,11.91,191.0,13.38,4.28,98180.0
20220414:0900,483.0,252.14,316.0,14.58,4.9,98210.0
20220414:1000,454.0,86.91,386.0,16.08,4.9,98250.0
20220414:1100,881.0,823.48,176.0,17.55,4.97,98260.0
20220414:1200,818.0,577.25,311.0,18.57,5.79,98270.0
20220414:1300,656.0,291.45,409.0,19.38,6.0,98240.0
20220414:1400,776.0,807.01,158.0,19.42,5.45,98230.0
20220414:1500,401.0,137.77,313.0,19.13,4.9,98220.0
20220414:1600,309.0,183.14,222.0,19.04,4.69,98250.0
20220414:1700,47.0,0.0,47.0,18.32,3.79,98300.0
20220414:1800,42.0,178.56,27.0,17.1,3.17,98360.0
20220414:1900,0.0,0.0,0.0,16.54,2.48,98350.0
20220414:2000,0.0,0.0,0.0,15.34,2.83,98430.0
20220414:2100,0.0,0.0,0.0,14.28,3.1,98520.0
20220414:2200,0.0,0.0,0.0,13.33,2.97,98540.0
20220414:2300,0.0,0.0,0.0,12.54,2.55,98560.0
20220415:0000,0.0,0.0,0.0,12.04,2.55,98530.0
20220415:0100,0.0,0.0,0.0,11.69,2.48,98480.0
20220415:0200,0.0,0.0,0.0,11.34,2.34,98470.0
20220415:0300,0.0,0.0,0.0,11.14,2.34,98480.0
20220415:0400,0.0,0.0,0.0,10.82,2.41,98490.0
20220415:0500,0.0,0.0,0.0,10.55,2.48,98510.0
20220415:0600,58.0,106.54,45.0,10.47,2.55,98570.0
20220415:0700,146.0,43.42,132.0,13.18,2.69,98590.0
20220415:0800,435.0,496.01,183.0,15.63,3.31,98660.0
20220415:0900,550.0,400.81,283.0,17.46,4.34,98720.0
20220415:1000,806.0,821.92,160.0,19.06,4.69,98750.0
20220415:1100,879.0,799.46,192.0,20.26,4.62,98740.0
20220415:1200,635.0,213.33,447.0,20.96,4.28,98720.0
20220415:1300,868.0,796.23,191.0,21.64,4.0,98710.0
20220415:1400,745.0,684.52,219.0,21.83,3.59,98670.0
20220415:1500,622.0,720.36,160.0,21.91,3.38,98660.0
20220415:1600,437.0,638.5,132.0,21.49,2.9,98650.0
20220415:1700,225.0,433.15,100.0,20.96,2.07,98690.0
20220415:1800,46.0,207.05,28.0,19.99,1.24,98690.0
20220415:1900,0.0,0.0,0.0,18.22,0.41,98720.0
20220415:2000,0.0,0.0,0.0,15.74,1.59,98800.0
20220415:2100,0.0,0.0,0.0,14.65,2.14,98800.0
20220415:2200,0.0,0.0,0.0,13.79,2.28,98800.0
20220415:2300,0.0,0.0,0.0,12.53,2.21,98740.0
20220416:0000,0.0,0.0,0.0,11.76,2.21,98740.0
20220416:0100,0.0,0.0,0.0,11.28,2.28,98690.0
20220416:0200,0.0,0.0,0.0,10.9,2.21,98650.0
20220416:0300,0.0,0.0,0.0,10.44,2.14,98620.0
20220416:0400,0.0,0.0,0.0,9.98,2.0,98640.0
20220416:0500,0.0,0.0,0.0,9.57,1.79,98630.0
20220416:0600,79.0,284.31,43.0,9.39,1.66,98670.0
20220416:0700,270.0,510.99,103.0,12.15,1.52,98710.0
20220416:0800,480.0,681.48,131.0,16.29,1.24,98720.0
20220416:0900,666.0,773.25,148.0,19.66,0.97,98750.0
20220416:1000,821.0,857.62,144.0,21.94,0.76,98740.0
20220416:1100,916.0,896.25,143.0,23.37,0.62,98730.0
20220416:1200,963.0,952.32,121.0,24.11,1.31,98670.0
20220416:1300,913.0,916.8,131.0,24.32,2.28,98600.0
20220416:1400,807.0,872.88,134.0,24.06,2.97,98560.0
20220416:1500,634.0,760.99,144.0,23.37,3.45,98500.0
20220416:1600,446.0,674.61,122.0,22.58,3.66,98450.0
20220416:1700,236.0,497.76,91.0,21.14,3.17,98460.0
20220416:1800,52.0,267.09,28.0,19.9,2.76,98450.0
20220416:1900,0.0,0.0,0.0,18.26,3.31,98410.0
20220416:2000,0.0,0.0,0.0,17.31,3.1,98420.0
20220416:2100,0.0,0.0,0.0,16.61,2.9,98430.0
20220416:2200,0.0,0.0,0.0,15.82,2.48,98380.0
20220416:2300,0.0,0.0,0.0,14.72,2.0,98370.0
20220417:0000,0.0,0.0,0.0,13.72,1.86,98340.0
20220417:0100,0.0,0.0,0.0,13.0,2.0,98290.0
20220417:0200,0.0,0.0,0.0,12.35,2.07,98250.0
20220417:0300,0.0,0.0,0.0,11.96,2.14,98230.0
20220417:0400,0.0,0.0,0.0,11.65,2.14,98220.0
20220417:0500,0.0,0.0,0.0,11.34,2.21,98230.0
20220417:0600,91.0,381.17,41.0,11.22,2.14,98290.0
20220417:0700,288.0,588.93,93.0,14.07,1.79,98330.0
20220417:0800,497.0,730.46,120.0,18.0,1.45,98390.0
20220417:0900,676.0,785.36,147.0,20.7,1.66,98420.0
20220417:1000,832.0,869.11,143.0,22.12,2.21,98440.0
20220417:1100,913.0,871.11,159.0,23.04,2.34,98430.0
20220417:1200,954.0,914.32,143.0,23.69,2.55,98400.0
20220417:1300,910.0,890.58,148.0,23.96,2.97,98350.0
20220417:1400,808.0,860.95,142.0,23.73,3.52,98330.0
20220417:1500,647.0,785.86,139.0,22.81,4.0,98300.0
20220417:1600,470.0,757.99,104.0,21.37,3.66,98290.0
20220417:1700,212.0,323.11,117.0,20.07,2.97,98320.0
20220417:1800,54.0,269.49,29.0,18.66,2.14,98370.0
20220417:1900,0.0,0.0,0.0,17.38,1.03,98350.0
20220417:2000,0.0,0.0,0.0,15.9,0.83,98410.0
20220417:2100,0.0,0.0,0.0,14.87,1.03,98420.0
20220417:2200,0.0,0.0,0.0,14.08,1.24,98430.0
20220417:2300,0.0,0.0,0.0,13.63,1.31,98410.0
20220418:0000,0.0,0.0,0.0,13.15,1.31,98430.0
20220418:0100,0.0,0.0,0.0,13.09,1.31,98390.0
20220418:0200,0.0,0.0,0.0,12.82,1.24,98330.0
20220418:0300,0.0,0.0,0.0,12.68,1.17,98300.0
20220418:0400,0.0,0.0,0.0,12.65,1.17,98290.0
20220418:0500,0.0,0.0,0.0,12.6,1.17,98280.0
20220418:0600,89.0,331.7,44.0,12.67,1.03,98320.0
20220418:0700,287.0,569.57,96.0,13.44,0.76,98340.0
20220418:0800,486.0,673.02,136.0,15.25,0.83,98380.0
20220418:0900,681.0,798.89,140.0,16.92,1.17,98370.0
20220418:1000,833.0,870.53,140.0,18.56,1.52,98370.0
20220418:1100,908.0,861.17,160.0,19.95,1.93,98330.0
20220418:1200,913.0,805.81,196.0,20.94,2.41,98260.0
20220418:1300,919.0,917.0,132.0,21.47,2.69,98200.0
20220418:1400,816.0,885.22,129.0,21.8,2.83,98120.0
20220418:1500,646.0,785.93,136.0,21.59,2.9,98040.0
20220418:1600,456.0,698.38,117.0,20.97,2.76,97980.0
20220418:1700,251.0,562.84,84.0,20.05,2.41,97970.0
20220418:1800,34.0,41.81,30.0,18.72,1.93,98010.0
20220418:1900,0.0,0.0,0.0,17.11,1.59,97990.0
20220418:2000,0.0,0.0,0.0,16.12,0.97,98080.0
20220418:2100,0.0,0.0,0.0,15.71,0.48,98110.0
20220418:2200,0.0,0.0,0.0,14.89,0.69,98090.0
20220418:2300,0.0,0.0,0.0,13.88,1.17,98050.0
20220419:0000,0.0,0.0,0.0,13.56,1.24,98020.0
20220419:0100,0.0,0.0,0.0,13.03,1.31,97960.0
20220419:0200,0.0,0.0,0.0,12.4,1.45,97880.0
20220419:0300,0.0,0.0,0.0,11.78,1.31,97810.0
20220419:0400,0.0,0.0,0.0,11.24,1.31,97800.0
20220419:0500,0.0,0.0,0.0,10.77,1.31,97770.0
20220419:0600,88.0,285.53,48.0,10.7,1.1,97780.0
20220419:0700,289.0,565.54,97.0,13.97,0.48,97870.0
20220419:0800,489.0,681.43,132.0,16.36,0.69,97860.0
20220419:0900,651.0,686.03,184.0,17.83,1.52,97870.0
20220419:1000,805.0,785.68,177.0,18.97,2.21,97850.0
20220419:1100,881.0,777.93,203.0,19.81,2.69,97800.0
20220419:1200,941.0,885.14,151.0,20.34,3.03,97740.0
20220419:1300,834.0,676.12,252.0,20.39,3.38,97660.0
20220419:1400,762.0,719.29,202.0,20.18,3.59,97580.0
20220419:1500,589.0,574.18,215.0,19.52,3.24,97480.0
20220419:1600,384.0,381.2,198.0,19.12,2.62,97390.0
20220419:1700,132.0,43.42,119.0,18.4,2.34,97340.0
20220419:1800,38.0,50.73,33.0,17.55,1.72,97310.0
20220419:1900,0.0,0.0,0.0,16.68,1.24,97260.0
20220419:2000,0.0,0.0,0.0,15.92,1.24,97280.0
20220419:2100,0.0,0.0,0.0,15.44,1.03,97310.0
20220419:2200,0.0,0.0,0.0,14.89,0.97,97260.0
20220419:2300,0.0,0.0,0.0,14.13,0.9,97250.0
20220420:0000,0.0,0.0,0.0,13.28,1.1,97230.0
20220420:0100,0.0,0.0,0.0,12.07,1.45,97170.0
20220420:0200,0.0,0.0,0.0,11.66,0.9,97090.0
20220420:0300,0.0,0.0,0.0,11.65,0.48,97050.0
20220420:0400,0.0,0.0,0.0,10.98,0.48,97020.0
20220420:0500,0.0,0.0,0.0,10.61,0.48,96990.0
20220420:0600,25.0,0.0,25.0,10.52,0.41,96980.0
20220420:0700,176.0,75.67,150.0,10.28,0.83,97060.0
20220420:0800,167.0,1.9,166.0,11.45,0.76,97010.0
20220420:0900,338.0,40.92,310.0,12.57,0.83,97000.0
20220420:1000,368.0,22.43,350.0,13.2,0.48,96980.0
20220420:1100,92.0,0.0,92.0,13.44,1.24,96980.0
20220420:1200,102.0,0.0,102.0,13.95,2.21,96960.0
20220420:1300,391.0,19.69,374.0,14.32,2.48,96950.0
20220420:1400,734.0,610.78,257.0,14.53,1.93,96940.0
20220420:1500,73.0,0.0,73.0,15.22,2.0,96920.0
20220420:1600,155.0,2.04,154.0,15.0,2.48,96910.0
20220420:1700,57.0,0.0,57.0,13.77,2.83,96970.0
20220420:1800,14.0,0.0,14.0,12.18,3.31,97020.0
20220420:1900,0.0,0.0,0.0,10.28,4.55,97030.0
20220420:2000,0.0,0.0,0.0,10.05,4.55,97040.0
20220420:2100,0.0,0.0,0.0,10.26,4.62,97090.0
20220420:2200,0.0,0.0,0.0,11.02,5.24,97110.0
20220420:2300,0.0,0.0,0.0,10.92,5.45,97170.0
20220421:0000,0.0,0.0,0.0,10.72,5.1,97200.0
20220421:0100,0.0,0.0,0.0,10.53,5.17,97180.0
20220421:0200,0.0,0.0,0.0,10.3,5.1,97160.0
20220421:0300,0.0,0.0,0.0,10.01,4.9,97160.0
20220421:0400,0.0,0.0,0.0,9.83,4.76,97200.0
20220421:0500,0.0,0.0,0.0,9.56,4.76,97230.0
20220421:0600,109.0,423.52,46.0,9.49,4.83,97290.0
20220421:0700,321.0,684.67,83.0,10.86,4.07,97350.0
20220421:0800,523.0,764.01,117.0,12.32,5.24,97330.0
20220421:0900,691.0,780.97,154.0,13.9,5.17,97340.0
20220421:1000,837.0,840.4,160.0,15.62,4.69,97380.0
20220421:1100,930.0,878.87,159.0,17.26,4.9,97390.0
20220421:1200,928.0,805.31,205.0,18.19,4.9,97340.0
20220421:1300,557.0,129.37,445.0,19.0,4.14,97270.0
20220421:1400,725.0,566.79,281.0,19.74,3.1,97240.0
20220421:1500,466.0,220.97,321.0,19.6,1.66,97200.0
20220421:1600,469.0,710.05,119.0,19.25,1.66,97180.0
20220421:1700,263.0,584.2,85.0,18.55,1.72,97210.0
20220421:1800,63.0,277.99,34.0,17.41,1.86,97210.0
20220421:1900,0.0,0.0,0.0,15.95,1.52,97250.0
20220421:2000,0.0,0.0,0.0,14.3,1.93,97300.0
20220421:2100,0.0,0.0,0.0,12.81,1.93,97300.0
20220421:2200,0.0,0.0,0.0,11.64,1.93,97300.0
20220421:2300,0.0,0.0,0.0,10.62,2.0,97290.0
20220422:0000,0.0,0.0,0.0,9.63,2.0,97290.0
20220422:0100,0.0,0.0,0.0,9.24,2.14,97250.0
20220422:0200,0.0,0.0,0.0,9.15,2.21,97220.0
20220422:0300,0.0,0.0,0.0,9.04,2.21,97210.0
20220422:0400,0.0,0.0,0.0,8.5,2.14,97170.0
20220422:0500,0.0,0.0,0.0,8.0,2.07,97160.0
20220422:0600,41.0,6.54,40.0,7.95,1.86,97200.0
20220422:0700,158.0,39.82,144.0,10.23,1.1,97180.0
20220422:0800,294.0,80.37,251.0,13.29,0.9,97220.0
20220422:0900,287.0,13.03,278.0,15.34,0.28,97210.0
20220422:1000,287.0,2.47,285.0,16.54,1.52,97180.0
20220422:1100,277.0,0.0,277.0,17.3,2.9,97150.0
